"Shailesh Kumar",Bihar,Pataliputra,9628,0.89,"Bharatiya Aam Awam Party",42,"10th Pass",1170498,0,"",Business
"Satish Kumar",Bihar,Pataliputra,3145,0.29,"Bharatiya Momin Front",51,Graduate,51500,0,"","Agriculture & Agriculture Business"
"Sohan Ray",Bihar,Pataliputra,5810,0.54,"Yuva Krantikari Party",69,Illiterate,17209000,0,"",Agriculture
"Jitendra Bind",Bihar,Pataliputra,4870,0.45,Independent,46,"8th Pass",585000,0,"",Labour
"Pupul Kumar Sharma",Bihar,Pataliputra,1283,0.12,Independent,29,"8th Pass",14415000,68000,"",Agriculture
"Brajeshwar Prasad Singh",Bihar,Pataliputra,951,0.09,Independent,55,Graduate,24130030,300000,"","Pension & Agriculture"
"Mantu Kumar",Bihar,Pataliputra,770,0.07,Independent,37,Literate,194000,0,"","Milk trade"
"Ramesh Kumar Sharma",Bihar,Pataliputra,1558,0.14,Independent,63,"Post Graduate",11075833190,0,"",
"Rajesh Kumar",Bihar,Pataliputra,2986,0.28,Independent,63,"Post Graduate",11075833190,0,"","Chartered Engineer & Chief Engineer"
"Suresh Paswan",Bihar,Pataliputra,2793,0.26,Independent,38,"10th Pass",108400,0,"",Labour
Nota,Bihar,Pataliputra,6576,0.61,"None of the Above",,,,,,
"T. R. V .s. Ramesh","Tamil Nadu",Cuddalore,522160,50.05,"Dravida Munnetra Kazhagam",48,"Graduate Professional",423378552,102828604,"",Business
"C. Jeyaprakash","Tamil Nadu",Cuddalore,2827,0.27,"Bahujan Samaj Party",35,Others,1407500,748000,"",Business
"V. Annamalai","Tamil Nadu",Cuddalore,23713,2.27,"Makkal Needhi Maiam",44,"Post Graduate",88267747,0,"","Director in Pvt Ltd Company"
Kuppusamy,"Tamil Nadu",Cuddalore,7540,0.72,"Anti Corruption Dynamic Party",65,Literate,2453000,0,"",Agriculture
"Dr. R. Govindasamy","Tamil Nadu",Cuddalore,378177,36.25,"Pattali Makkal Katchi",69,"Post Graduate",254147934,1065600,143|188,Doctor
"R. Chithra","Tamil Nadu",Cuddalore,34692,3.33,"Naam Tamilar Katchi",40,Graduate,640737,0,"","Business (Cashew Import Export)"
Chelladurai,"Tamil Nadu",Cuddalore,2587,0.25,"Tamil Nadu Ilangyar Katchi",35,Graduate,175000,0,"",Labour
"M Pavadai Raja","Tamil Nadu",Cuddalore,459,0.04,"Agila India Makkal Kazhagam",40,"8th Pass",986000,350000,119|143|323|353|34|177,"Transport Business"
"A. Manikandan","Tamil Nadu",Cuddalore,638,0.06,"Purvanchal Janta Party (Secular)",43,"8th Pass",491750,920000,"",Carpenter
"M. Raghunathan","Tamil Nadu",Cuddalore,748,0.07,"Ilantamilar Munnani Kazhagam",48,"Post Graduate",30000,0,"","Electrical Engineer"
"S. Rajamohan","Tamil Nadu",Cuddalore,920,0.09,Independent,66,"Post Graduate",11337000,1000000,"","Pensioner (Retired Superintendent (C&D)"
"K. Raman","Tamil Nadu",Cuddalore,1943,0.19,Independent,43,"Graduate Professional",2556600,686000,"",Advocate
"D. Sankar","Tamil Nadu",Cuddalore,2860,0.27,Independent,27,Graduate,242500,0,"",Business
"M. Sathiyaseelan","Tamil Nadu",Cuddalore,1671,0.16,Independent,38,Graduate,101100,0,"",Agriculture
"D. Senthamarai Kannan","Tamil Nadu",Cuddalore,1277,0.12,Independent,55,"10th Pass",7544600,2950000,"",Business
"K. Thangavel","Tamil Nadu",Cuddalore,44892,4.3,Independent,50,"10th Pass",10008914,1700000,"",Agricultural
"S. Dhanasekaran","Tamil Nadu",Cuddalore,3296,0.32,Independent,37,"10th Pass",439950,0,"","Computer Service Engineer"
"A. Marimuthu","Tamil Nadu",Cuddalore,635,0.06,Independent,34,"Graduate Professional",368000,0,"",Advocate
Moovandhan,"Tamil Nadu",Cuddalore,1518,0.15,Independent,42,"Post Graduate",2492000,0,"",Advocate
"A. Jayamani","Tamil Nadu",Cuddalore,574,0.06,Independent,35,"Graduate Professional",910000,0,"",Advocate
"K. Hemanth Kumar","Tamil Nadu",Cuddalore,1350,0.13,Independent,28,"Graduate Professional",7395000,900000,"",Advocate
Nota,"Tamil Nadu",Cuddalore,8725,0.84,"None of the Above",,,,,,
"Bahan Keshkali Kol","Madhya Pradesh",Shahdol,33695,2.72,"Communist Party of India",,,,,,
"Pramila Singh","Madhya Pradesh",Shahdol,344644,27.84,"Indian National Congress",50,"Post Graduate",20491903,3913894,"","Dealership Retail Outlet (Petrol Pump) Indian oil Corporation Ltd. and Agriculture"
"Mohdal Singh Pav","Madhya Pradesh",Shahdol,20598,1.66,"Bahujan Samaj Party",65,"10th Pass",826000,0,"",Pension
"Dr Virendra Kumar","Madhya Pradesh",Tikamgarh,672248,61.3,"Bharatiya Janata Party",65,Doctorate,21503766,1974216,"","Social Worker ( Present Member of  Lok Sabha)"
"Kamla Prasad Baiga","Madhya Pradesh",Shahdol,11514,0.93,"Bhartiya Shakti Chetna Party",37,"10th Pass",30828,42000,"",Labour
"Meera Singh","Madhya Pradesh",Shahdol,3353,0.27,"Chhattisgarh Vikas Ganga Rashtriya Party",47,"5th Pass",225000,0,"",Pension
"Lakshyapat Singh","Madhya Pradesh",Shahdol,4544,0.37,"Peoples Party of India (Democratic)",48,"10th Pass",590000,0,"","Agriculture & Labour"
"Vimal Singh Korche","Madhya Pradesh",Shahdol,16789,1.36,"Gondvana Gantantra Party",27,"10th Pass",932000,0,"",Labour
"Gokul Singh","Madhya Pradesh",Shahdol,3637,0.29,Independent,42,Illiterate,50000,0,"",NO
Jhamaklal,"Madhya Pradesh",Shahdol,4941,0.4,Independent,67,"5th Pass",50000,0,"",Nil
"Durga Mosi","Madhya Pradesh",Shahdol,8026,0.65,Independent,30,Literate,300000,0,"",Labouring
"Narayan Singh Uike","Madhya Pradesh",Shahdol,7509,0.61,Independent,33,"5th Pass",170000,0,"",Nil
"Manna Singh","Madhya Pradesh",Shahdol,10604,0.86,Independent,60,"5th Pass",2321842,0,"","SECL Job & Agriculture"
"Ahoratra Natesha Polepalli",Karnataka,"Bangalore South",6136,0.52,"Uttama Prajaakeeya Party",,,,,,
"Selvaraj K.r","Tamil Nadu",Namakkal,448,0.04,Independent,63,"10th Pass",14899953,0,"",Agriculture
Nota,"Madhya Pradesh",Shahdol,20027,1.62,"None of the Above",,,,,,
"Vinothkumar V","Tamil Nadu",Namakkal,4857,0.43,Independent,33,"10th Pass",417000,0,"",Cooli
"Vijayakarthikeyan B","Tamil Nadu",Namakkal,2044,0.18,Independent,31,"Post Graduate",113700,140000,"",Lawyer
"Sivarajee S","Tamil Nadu",Namakkal,341,0.03,Independent,54,Illiterate,324375,0,"",Cooli
"Himadri Singh","Madhya Pradesh",Shahdol,747977,60.43,"Bharatiya Janata Party",32,Graduate,36564408,1736289,"","Agriculture & Social Work"
"Patil Sanjay Dina",Maharashtra,"Mumbai North East",288113,31.7,"Nationalist Congress Party",50,Graduate,26109673,0,504|353,"Social worker"
"Manoj Kotak",Maharashtra,"Mumbai North East",514599,56.61,"Bharatiya Janata Party",46,"10th Pass",54661944,2048000,324|326|34|323|342|504,Business
"Niharika Prakashchandra Khondalay",Maharashtra,"Mumbai North East",68239,7.51,"Vanchit Bahujan Aaghadi",50,Graduate,2927285,32490,"",Housewife
"Adv. Ganesh Iyer",Maharashtra,"Mumbai North East",1336,0.15,"Bahujan Maha Party",54,"Graduate Professional",41428196,2650010,"",Lawyer
"Adv. Vijay Janardan Shiktode",Maharashtra,"Mumbai North East",463,0.05,"Bahujan Republican  Socialist Party",55,"Post Graduate",8788000,0,"","Advocate in Mumbai"
"Vinod Narayan Chaugule",Maharashtra,"Mumbai North East",564,0.06,"Sanatan Sanskriti Raksha Dal",41,"12th Pass",11335126,8502053,"",Business
"Shahenaz Begum Mohd Siraj Khan",Maharashtra,"Mumbai North East",570,0.06,"Rashtriya Ulama Council",43,Illiterate,322403,96836,"",Business
"Jayashri Minesh Shah",Maharashtra,"Mumbai North East",536,0.06,"Bhartiya Manavadhikaar Federal Party",49,"12th Pass",17271084,700000,"","Social Worker"
"Shrikant Suburao Shinde",Maharashtra,"Mumbai North East",727,0.08,"Bahujan Mukti Party",34,"Post Graduate",1214989,0,"",Advocate
"Anil Hebbar Koni",Maharashtra,"Mumbai North East",677,0.07,Independent,54,"Graduate Professional",39684894,4059581,"","Director- Emergent Medi-tech (India) Pvt. Ltd, Medico Equipment (India) Pvt, Ltd,  Core Strategic Finance Pvt. Ltd, Frontier Medi-tech (I) Pvt. Ltd., Bengaluru Bio-medicals Pvt Ltd, Medical Support Systems (I) Pvt. Ltd., TSP Consultancy Pvt. Ltd."
"Kurhade Sneha Ravindra",Maharashtra,"Mumbai North East",1267,0.14,Independent,50,"8th Pass",4220000,2880000,"",Housewife
"Jatin Rangrao Harne",Maharashtra,"Mumbai North East",1573,0.17,Independent,44,"12th Pass",2028,0,506|509|34,Nil
"Nutan Sharad Kumar Singh",Maharashtra,"Mumbai North East",566,0.06,"Aapki Apni Party (Peoples)",34,Graduate,199000,68257,"",Service
"Jaywant Shriram Sawant (pappa)",Maharashtra,"Mumbai North East",1881,0.21,Independent,,,,,,
"Thoke Baban Sopan",Maharashtra,"Mumbai North East",344,0.04,Independent,25,Graduate,1100,0,"","NA (Student)"
"Dayanand Jagannath Sohani",Maharashtra,"Mumbai North East",296,0.03,Independent,45,"12th Pass",6487500,0,306|506|504|323|160|143|147|148|149,"L I C Agent & Self Employee"
"Deepak Digambar Shinde",Maharashtra,"Mumbai North East",292,0.03,Independent,42,"Post Graduate",4298872,3700000,"",Advocate
"Nilesh Ramchandra Kudtarkar",Maharashtra,"Mumbai North East",264,0.03,Independent,27,"10th Pass",90000,0,"",Wage
"Pravin Chandrakant Kedare",Maharashtra,"Mumbai North East",388,0.04,Independent,48,"12th Pass",1008627,0,332|143|147|149|336|353,Unemployed
"Bhaskar Mohan Gaud",Maharashtra,"Mumbai North East",629,0.07,Independent,36,Graduate,2199000,8000000,324|342|323|504,Business
"Dandge Sukhdev Chandu",Maharashtra,"Mumbai North East",711,0.08,"Ambedkarite Party of India",63,Literate,20000,0,"",Driver
"Sanjay Chandrabahadur Singh (kunwar)",Maharashtra,"Mumbai North East",7777,0.86,"Bahujan Samaj Party",46,Graduate,7700000,2400000,506|323|504,"Labour Contractor"
Nota,Maharashtra,"Mumbai North East",12466,1.37,"None of the Above",,,,,,
"Shahajirao Dhondiba Thorat",Maharashtra,"Mumbai North East",2063,0.23,Independent,55,"10th Pass",750953,250000,"",Wage
"Rama Devi",Bihar,Sheohar,608678,60.59,"Bharatiya Janata Party",69,"Graduate Professional",328364940,0,506|353|347|504,Agriculture
"Shamim Alam",Bihar,Sheohar,13269,1.32,"Nationalist Congress Party",51,"12th Pass",6324527,150000,"","Agricuture & Social Worker"
"Syed Faisal Ali",Bihar,Sheohar,268318,26.71,"Rashtriya Janata Dal",52,"Post Graduate",25526590,8814643,188|171,"Social Serive & Journalism"
"Anil Kumar",Bihar,Sheohar,5779,0.58,"Jan Adhikar Party",47,Graduate,4911000,50000,"",Farmer
"Anand Kumar Maurya",Bihar,Sheohar,1814,0.18,"Bahujan Azad Party",36,"Post Graduate",20548227,743000,"",Business
"Upendra Sahani",Bihar,Sheohar,7281,0.72,"Rashtriya Jansambhavna Party",46,Graduate,30529762,0,"",Business
"Jagdish Prasad",Bihar,Sheohar,4563,0.45,"Bajjikanchal Vikas Party",41,"12th Pass",3565000,50000,"",Business
"Devendra Prasad Singh",Bihar,Sheohar,2640,0.26,"All India Forward Bloc",50,Graduate,30585141,0,"","Retired Army"
"Nabi Hussain",Bihar,Sheohar,1992,0.2,"Bharat Prabhat Party",54,"10th Pass",3320000,300000,"","Mechanic And Agriculture"
"Prabhu Narayan",Bihar,Sheohar,2499,0.25,Shivsena,47,"12th Pass",55746000,400000,307|506|324|332|333|147|149|341|342|323|353|427|148|337|338|504|117|120B,"Agriculture & Business"
"Shyam Kumar",Bihar,Sheohar,5066,0.5,"Rashtriya Hind Sena",38,Graduate,6990021,900000,420|406|324|34|120B|341|323|504,Business
"Anil Kumar Tiwari",Bihar,Sheohar,10679,1.06,Independent,51,"12th Pass",2302500,0,"",Agriculture
"Abul Kalam Khan",Bihar,Sheohar,6084,0.61,Independent,44,"8th Pass",6533000,1078000,"",Business
"Kedar Nath Prasad",Bihar,Sheohar,18426,1.83,Independent,73,"12th Pass",17741102,0,326|324|436|147|148|323,"Social Worker & Ex. MLA"
"Raj Kumar Parsad",Bihar,Sheohar,13704,1.36,Independent,44,"12th Pass",4069008,0,"","On The Post of Assistant Manager in Pvt Nursing Home"
"Ram Dayal Prasad",Bihar,Sheohar,3142,0.31,Independent,67,Graduate,3465029,96353,"",Nil
"Vijay Nandan Paswan",Bihar,Sheohar,11138,1.11,Independent,31,"10th Pass",1545086,0,"",Labour
Nota,Bihar,Sheohar,7017,0.7,"None of the Above",,,,,,
"Amit Shah",Gujarat,Gandhinagar,894624,69.67,"Bharatiya Janata Party",54,"12th Pass",403275307,4769587,153A|153B|506|436|500|504|427|499|188|503,"Social Worker & Agriculture"
"Dr. C. J. Chavda",Gujarat,Gandhinagar,337610,26.29,"Indian National Congress",61,"Graduate Professional",120468223,19223728,"","Farming, Builder, MLA Income"
"Jayendra Karshanbhai Rathod",Gujarat,Gandhinagar,6400,0.5,"Bahujan Samaj Party",35,"Post Graduate",805781,0,"",Business
"Chandrapal Hasmukh Bavjibhai",Gujarat,Gandhinagar,1438,0.11,"Peoples Party of India (Democratic)",54,"12th Pass",4994296,270000,"","Wireman (Toolzer India Pvt Ltd Lambha Ahmedabad"
"Narendrabhai Revashankar Trivedi",Gujarat,Gandhinagar,888,0.07,"Jan Satya Path Party",65,Graduate,113446,0,"","Retired Pension, Panchayat Section, Gujarat Government"
"Patel Amarish Jasvantlal (c. A.)",Gujarat,Gandhinagar,1741,0.14,"Hindusthan Nirman Dal",65,"Graduate Professional",66264748,640916,"","Arts Accountant Practice"
"Bhogilal J. Rathod (advocate)",Gujarat,Gandhinagar,1490,0.12,"Bahujan Mukti Party",47,"Graduate Professional",650000,0,"",Advocate
"Makvana Prakashbhai Bahecharji (hitubha)",Gujarat,Gandhinagar,1471,0.11,"Garvi Gujarat Party",26,"8th Pass",740473,0,"","Chaminda Pan Parlour"
"Rahul Chimanbhai Mehta",Gujarat,Gandhinagar,1097,0.09,"Right to Recall Party",50,"Post Graduate",54819000,0,"","Software Engineer"
"Dr. N. T. Sengal",Gujarat,Gandhinagar,743,0.06,"Bahujan Suraksha Dal",57,"10th Pass",109000,0,"",Nil
"Khodabhai Lalajibhai Desai",Gujarat,Gandhinagar,695,0.05,Independent,51,"5th Pass",188690310,0,420|467|468|323|465|471|114,"Social Worker And Diamod Business"
"Pathan Firozkhan Saeedkhan",Gujarat,Gandhinagar,862,0.07,Independent,45,"10th Pass",286300,0,"","Job (Private Company)"
"Makwana Anilkumar Somabhai",Gujarat,Gandhinagar,1691,0.13,Independent,52,"5th Pass",1273032,0,"","Agriculure Labour"
"Mahendrabhai Somabhai Patni",Gujarat,Gandhinagar,1559,0.12,Independent,32,"8th Pass",10000,0,"",Labour
"Rathod Valjibhai Becharbhai",Gujarat,Gandhinagar,2664,0.21,Independent,44,Literate,959500,0,498|507|114|323,"Agriculture Labour"
"Vora Alimahmad Rajabhai",Gujarat,Gandhinagar,9008,0.7,Independent,67,Illiterate,1970884,32000,"",Agriculture
"Shekh Shahinbanu Molana Mustak",Gujarat,Gandhinagar,5895,0.46,Independent,35,"5th Pass",753000,0,"",Housewife
Nota,Gujarat,Gandhinagar,14214,1.11,"None of the Above",,,,,,
"Ajay Singh (pankaj)","Uttar Pradesh",Jalaun,423386,37.47,"Bahujan Samaj Party",46,"12th Pass",19137271,661326,"","Petrol pump Agriculture Pension Ex.MLa"
"Brijlal Khabri","Uttar Pradesh",Jalaun,89606,7.93,"Indian National Congress",56,"Post Graduate",35424896,4343988,"","Agriculture & Business Ex. Rajya Sabha Member"
"Bhanu Pratap Singh Verma","Uttar Pradesh",Jalaun,581763,51.49,"Bharatiya Janata Party",60,"Post Graduate",10699516,12265,387|187|189|166|167|186,"Agriculture & MPs Salary"
Ramsingh,"Uttar Pradesh",Jalaun,8792,0.78,"Communist Party of India  (Marxist-Leninist)  (Liberation)",51,"8th Pass",588000,0,"","Profession Politics"
"Shravan Kumar Pal","Uttar Pradesh",Jalaun,13894,1.23,"Rashtriya Shoshit Samaj Party",55,"12th Pass",33942093,1500000,"","Agriculture, Business"
Nota,"Uttar Pradesh",Jalaun,12514,1.11,"None of the Above",,,,,,
"Thakor Rajendrasinh Shivsinh",Gujarat,Sabarkantha,432997,35.54,"Indian National Congress",46,Graduate,22687227,800000,"","Civil Service & Job"
"Rathod Dipsinh Shankarsinh",Gujarat,Sabarkantha,701984,57.62,"Bharatiya Janata Party",67,"8th Pass",23997443,0,"","Farming & MP"
"Vinodbhai Jethabhai Mesariya",Gujarat,Sabarkantha,7912,0.65,"Bahujan Samaj Party",62,Graduate,4420062,300000,"",Retired
"Kharadi Dharmendrasingh Samsubhai",Gujarat,Sabarkantha,2833,0.23,"Bhartiya Tribal Party",34,"Post Graduate",2697325,1388000,"","Private Service"
"Jadeja Indravijaysinh Kalyansinh",Gujarat,Sabarkantha,1920,0.16,"Yuva Jan Jagriti Party",35,"12th Pass",1245000,0,"",Service
"Nareshkumar Rameshbhai Patel",Gujarat,Sabarkantha,1447,0.12,"Bharatiya National Janta Dal",29,"10th Pass",612000,250000,"","Private Service"
"Patel Jayantibhai Shamjibhai",Gujarat,Sabarkantha,2247,0.18,"Hindusthan Nirman Dal",57,Graduate,3982042,2159588,"",Agriculture
"Mayursinh Vanrajsinh Zala",Gujarat,Sabarkantha,1290,0.11,"Rashtra Vikas Zumbes Party",27,"12th Pass",674667,0,"",Agriculture
"Laxmishankar Madhusudan Joshi",Gujarat,Sabarkantha,1335,0.11,"Jan Satya Path Party",65,"10th Pass",3450000,0,"",Agriculture
"Vikrambhai Bahecharbhai Makwana",Gujarat,Sabarkantha,2189,0.18,"Garvi Gujarat Party",38,"12th Pass",449773,214236,"","Agriculture Labour"
"Kalabhai Bababhai Parmar",Gujarat,Sabarkantha,1510,0.12,Independent,49,"Post Graduate",555000,0,"",Farmer
"Zala Dalpatsinh Motisinh",Gujarat,Sabarkantha,1884,0.15,Independent,55,"8th Pass",1827000,0,"",Farmer
"Patel Kiritkumar Babarbhai",Gujarat,Sabarkantha,2727,0.22,Independent,41,Graduate,4137000,330000,"",Farmer
"Patel Keshavlal Gangarambhai",Gujarat,Sabarkantha,4929,0.4,Independent,64,"10th Pass",2432500,0,"",Farmer
"Pathan Aaiyubkhan Ajabkhan",Gujarat,Sabarkantha,9177,0.75,Independent,54,"12th Pass",1986810,302000,"","Managing Director"
"Raval Rajubhai Punjabhai",Gujarat,Sabarkantha,17175,1.41,Independent,38,"10th Pass",590918,0,"",Driving
"Lata Babubhai Nathaji",Gujarat,Sabarkantha,7777,0.64,Independent,57,"12th Pass",5425231,535553,"","Retired, Agriculture"
"Luhar Hafijhusen Hajinurmahmad",Gujarat,Sabarkantha,5835,0.48,Independent,58,"8th Pass",440000,0,"",Worker
"Sanghani Mustakbhai Jamalbhai",Gujarat,Sabarkantha,2661,0.22,Independent,52,"10th Pass",4635500,116000,406|420|114|465|323|504|427,Driving
"Solanki Maganbhai Lakhabhai",Gujarat,Sabarkantha,2422,0.2,Independent,53,"8th Pass",3280559,500000,323|504|114,"Ex- Army"
Nota,Gujarat,Sabarkantha,6103,0.5,"None of the Above",,,,,,
"Ajay Tamta",Uttarakhand,Almora,444651,64.03,"Bharatiya Janata Party",46,"12th Pass",9910448,55845,"","Member of Parliament, Transporter"
"Pradeep Tamta",Uttarakhand,Almora,211665,30.48,"Indian National Congress",60,"Post Graduate",13293598,2500000,332|147|149|353|336,"Rajya Sabha MP"
"Sunder Dhoni (advocate)",Uttarakhand,Almora,10190,1.47,"Bahujan Samaj Party",41,"Post Graduate",2870000,1500000,"",""
"K.l. Arya",Uttarakhand,Almora,4060,0.58,"Uttarakhand Kranti Dal",61,Literate,3748627,0,"","Retired Employee"
"Mukesh Kumar Jha",Bihar,Sheohar,12470,1.24,"Bahujan Samaj Party",31,"12th Pass",22447516,9700000,"",Business
"Advocate Vimla Arya",Uttarakhand,Almora,5351,0.77,"UTTARAKHAND PARIVARTAN PARTY",32,Graduate,111100,0,"",Advocate
Nota,Uttarakhand,Almora,15505,2.23,"None of the Above",,,,,,
"Sushma Maurya",Maharashtra,"Mumbai North East",820,0.09,"Jan Adhikar Party",38,"10th Pass",4397632,1404817,"","Social worker"
"Dropadi Verma",Uttarakhand,Almora,3050,0.44,"Uttarakhand Kranti Dal (Democratic)",59,"Post Graduate",23098000,0,"","Advocate & Session Judge"
"Shahina Parveen Shakil Ahmed Khan",Maharashtra,"Mumbai North East",834,0.09,Independent,44,Graduate,461765,0,"",Service
"Rakesh Sambhaji Raul",Maharashtra,"Mumbai North East",219,0.02,Independent,45,"Graduate Professional",2862,0,"",Advocate
"Jitendra Kumar Nanaku Pal",Maharashtra,"Mumbai North East",779,0.09,Independent,47,"12th Pass",65000,39400,"","Teacher Private"
"Iftikhar Ahmed Khan","Madhya Pradesh",Indore,4455,0.27,"Minorities Democratic Party",32,"12th Pass",116740,0,"",Business
"Kamlesh Vaishnav","Madhya Pradesh",Indore,699,0.04,"Hindusthan Nirman Dal",37,"Post Graduate",5281662,1872000,"",Contractor
"Dheeraj Dubey Patrakar","Madhya Pradesh",Indore,614,0.04,"Sapaks Party",50,Graduate,18011827,0,"","Journalist and Private Detective"
"Bhavana Kishore Sangeliya","Madhya Pradesh",Indore,459,0.03,"Janata Congress",32,"10th Pass",145700,0,"","Not Applicable"
"Rajendra Agarwal raju","Madhya Pradesh",Indore,528,0.03,"Socialist Party (India)",61,"12th Pass",3630000,500000,"","Transport Business"
"Sri Imran Baksh","Madhya Pradesh",Indore,423,0.03,Independent,34,"12th Pass",3538984,0,"",Unemployed
"Parmanand Tolani","Madhya Pradesh",Indore,1233,0.08,Independent,59,"5th Pass",2471000,0,"","Property Broker"
"Prakash Verma","Madhya Pradesh",Indore,498,0.03,Independent,43,"8th Pass",100000,0,"",Labour
"Ajmera S Praveen Kumar","Madhya Pradesh",Indore,693,0.04,Independent,56,"Post Graduate",1122537,0,"",Journalist
"Mahendra Tikliya","Madhya Pradesh",Indore,838,0.05,Independent,31,"8th Pass",50000,0,"",Labour
"Haji Mustak Ansari","Madhya Pradesh",Indore,2019,0.12,Independent,62,"5th Pass",106000,0,354,"Social Worker"
"Ranjeet Gohar","Madhya Pradesh",Indore,2405,0.15,Independent,40,"12th Pass",381000,0,"",Business
"Ramesh Patil","Madhya Pradesh",Indore,3184,0.2,Independent,49,"10th Pass",3370000,5000000,"",Business
"Rajkaran Yadav (teemai)","Madhya Pradesh",Indore,1374,0.08,Independent,46,"8th Pass",407666,0,"","Service, Housing Board Indore"
"Shailendra Sharma","Madhya Pradesh",Indore,3364,0.21,Independent,40,"Post Graduate",943999,1800000,"","Business and Social Service"
"Shri Surendra","Madhya Pradesh",Indore,2596,0.16,Independent,39,"10th Pass",162271,0,"",Business
"Dr. Sandeep Vasantrao Kadwe","Madhya Pradesh",Indore,631,0.04,Independent,51,Doctorate,57375133,0,"","Business Investor and Advisor"
Nota,"Madhya Pradesh",Indore,5045,0.31,"None of the Above",,,,,,
"Godam Nagesh",Telangana,Adilabad,318814,29.97,"Telangana Rashtra Samithi",54,"Post Graduate",18477888,0,"","AGRICULTURE/M.P.FROM 2014 TO 2019 MARCH"
"Rathod Ramesh",Telangana,Adilabad,314238,29.54,"Indian National Congress",53,"12th Pass",36491000,15300000,341|188|149|353|143|186|323|147,"Agriculturist & Ex. MP."
"Soyam Bapu Rao",Telangana,Adilabad,377374,35.48,"Bharatiya Janata Party",52,"12th Pass",3099414,231449,435|395|398|436|506|457|380|307|420|468|324|452|153A|120B|427|188|149|147|148|448|447|144|143|353|34|419|471|290,"Agriculture and Ex MLA Pension"
"Kumram Vandana",Telangana,Adilabad,8007,0.75,"Nava Praja Rajyam Party",35,Illiterate,1300000,0,"","House Wife"
"Dharavath Narendhar Naik",Telangana,Adilabad,5241,0.49,"Janasena Party",27,"Post Graduate",50000,0,"","Social Service"
"Pawar Krishna",Telangana,Adilabad,2705,0.25,"Rashtriya Jankranti Party",39,"Post Graduate",1140000,0,"","Private Work"
Bheemrao,Telangana,Adilabad,6837,0.64,"Ambedkarite Party of India",33,"5th Pass",274000,0,"",Driver
"Aare Ellanna",Telangana,Adilabad,3019,0.28,Independent,53,"5th Pass",30000,0,"",Agriculture
"Kumra Raju",Telangana,Adilabad,4388,0.41,Independent,29,"10th Pass",30000,0,"",Agriculture
"Ganta Pentanna",Telangana,Adilabad,4548,0.43,Independent,47,"Post Graduate",670000,0,"",Advocate
"Nethavath Ramdas",Telangana,Adilabad,5523,0.52,Independent,46,Literate,0,0,"","Social  Worker"
Nota,Telangana,Adilabad,13036,1.23,"None of the Above",,,,,,
"Challagali Kishore Kumar","Andhra Pradesh",Bapatla,10351,0.82,"Bharatiya Janata Party",43,"Graduate Professional",3185877,0,506,Doctor
"K. Devanand","Andhra Pradesh",Bapatla,42580,3.36,"Bahujan Samaj Party",64,"Post Graduate",34436000,1200000,"","IAS Retired"
"Nandigam Suresh","Andhra Pradesh",Bapatla,598257,47.24,"Yuvajana Sramika Rythu Congress Party",43,"8th Pass",4158610,269000,"","Photographer , Cultivation"
"Malyadri Sriram","Andhra Pradesh",Bapatla,582192,45.97,"Telugu Desam",65,"Post Graduate",42520353,598794,"",Business
"J.d. Seelam","Andhra Pradesh",Bapatla,13155,1.04,"Indian National Congress",67,"Post Graduate",126397634,8342498,"","PUBLIC SERVICE (POLITICAL ACTIVITY)"
"Kumar Kattepogu","Andhra Pradesh",Bapatla,885,0.07,"Pyramid Party of India",53,"5th Pass",454000,0,"","Agriculture Labour"
"Gadde Hari Babu","Andhra Pradesh",Bapatla,530,0.04,"Navodayam Party",40,Graduate,20000,100000,"","Social Worker"
"China Nageswara Rao Sadhu","Andhra Pradesh",Bapatla,466,0.04,"Mundadugu Praja Party",35,"Post Graduate",1259090,196000,"","Un Employee"
"Thumati Ravi","Andhra Pradesh",Bapatla,370,0.03,"All Peoples Party",46,"Post Graduate",3418000,0,"","Self Employee"
"Nuthakki Rama Rao","Andhra Pradesh",Bapatla,606,0.05,"All India Praja Party",71,"Post Graduate",72376055,0,"",IAS(Retd)
"Gella Nagamalli","Andhra Pradesh",Bapatla,655,0.05,Independent,34,"Graduate Professional",448500,465000,"","House Wife"
"Golla Baburao","Andhra Pradesh",Bapatla,1276,0.1,Independent,46,"Post Graduate",78000,0,"",Business
"Bussa Nagaraju","Andhra Pradesh",Bapatla,1951,0.15,Independent,29,Others,194000,0,302|201,"Self Employee"
Nota,"Andhra Pradesh",Bapatla,13218,1.04,"None of the Above",,,,,,
"Shankar Lalwani","Madhya Pradesh",Indore,1068569,65.59,"Bharatiya Janata Party",57,"Graduate Professional",59038508,2106382,435|188|147|148|336|427,Consultant
"Er. Deepchand Ahirwal","Madhya Pradesh",Indore,8666,0.53,"Bahujan Samaj Party",53,"12th Pass",12708937,0,"","Civil Contractor"
"Pankaj Sanghvi","Madhya Pradesh",Indore,520815,31.97,"Indian National Congress",58,Graduate,251892330,54112068,506|420|147|148|323|336|426|341|504|34,"Income from Business, Agriculture & Interest"
"Sodhi Vikram Singh",Punjab,"Anandpur Sahib",146441,13.54,"Bahujan Samaj Party",62,Graduate,1408265156,3400824,"","Self Employed"
"Surinder Kaur Mangat",Punjab,"Anandpur Sahib",1106,0.1,"Rashtriya Janshakti Party (Secular)",72,Others,16963471,0,"","Pension & Rent From Flat"
